avg_monthly_balance,total_deposits,total_withdrawals,overdraft_frequency,salary_deposits,gold_assets,property_value,vehicle_ownership,fixed_deposits,guarantor_exists,utility_bill_consistency,upi_transaction_count,wallet_transactions,gst_filing_status,age,employment_type,location,loan_approved,rental_agreement,has_children,education_fees_paid,transaction_type,deposit_to_fixed_ratio
28688,292923,128111,3,1,1069,7080300,0,176877,1,71,840,246,2,60,1,1,0,0,0,0,0,1.6560736779022829
95181,417587,469411,2,0,401,1871963,0,414181,0,60,447,354,2,55,1,1,0,0,0,0,1,1.0082210236079792
132482,448041,243881,2,1,4691,9104777,0,59043,0,95,355,459,1,37,0,2,1,0,0,0,0,7.588256215703543
25840,389509,311535,1,1,1419,3275124,0,260289,1,75,262,315,0,48,0,1,0,0,0,0,0,1.4964424295977563
110357,100689,101464,3,0,1685,6437386,1,437284,1,83,421,107,2,28,1,2,0,0,0,0,1,0.23025944178281899
127899,314100,468265,3,1,415,7958707,1,195249,1,91,59,426,2,52,1,1,0,1,1,410309,1,1.608706786171575
133724,306027,462937,2,1,3867,2026615,1,288449,1,50,437,387,2,40,1,0,1,1,1,460831,1,1.0609360374414976
131316,329092,31305,1,1,1357,4050744,1,42382,1,83,288,336,0,53,1,2,0,1,1,173283,0,7.764716985583843
103662,231834,167284,4,1,3437,8998002,1,227927,1,75,345,268,1,45,1,2,1,0,0,0,0,1.0171369906286196
197635,197033,91978,0,1,2075,75192,1,138906,1,79,316,257,2,33,0,2,0,0,0,0,0,1.4184526337765555
178036,206270,474811,1,0,1198,9297615,1,490999,0,53,817,224,0,62,1,1,0,0,0,0,1,0.42010183299389003
177132,356634,301901,2,1,936,9772818,1,360422,0,77,824,27,0,23,0,1,0,0,1,378692,0,0.9894873523609758
35197,443072,378010,0,1,2005,2643682,0,280388,1,91,242,322,0,48,0,2,0,1,0,0,0,1.5802046442620787
89639,437127,313816,3,1,906,1646486,1,246261,1,59,624,401,0,56,0,1,1,0,0,0,0,1.7750485255540847
137567,133446,459574,0,1,3286,9978782,0,2332,0,70,929,421,0,62,0,1,1,1,0,0,1,57.19931418774111
134185,263772,262924,0,1,1073,4717391,0,383682,1,52,820,413,0,38,2,1,0,1,0,0,0,0.6874737739227436
53380,382092,470649,1,0,717,3429407,1,16125,0,50,353,347,1,47,0,1,0,0,1,351874,1,23.694158501798338
41272,53907,368309,2,1,1469,5212092,1,446336,1,67,442,242,2,33,1,2,0,0,1,297481,1,0.12077645366617601
164045,299768,449831,1,1,673,3230746,0,123812,0,70,931,386,2,22,2,2,0,0,0,0,1,2.4211350988991462
63372,299954,439580,3,1,1037,6949904,0,97113,0,89,48,362,0,53,0,2,0,1,0,0,1,3.0886792841402886
106463,104102,453620,4,1,2201,7256189,1,159641,0,52,99,167,0,36,0,1,1,1,0,0,1,0.652096566066574
150192,151342,407038,2,1,2343,7510969,1,146515,0,89,750,41,0,64,0,1,0,0,0,0,1,1.032938382156215
120324,92811,92638,1,1,3002,3080882,0,185568,1,85,532,25,2,56,0,2,0,1,0,0,0,0.500142804024379
90740,141349,227483,1,1,2,7954296,1,239697,1,86,468,144,0,43,0,1,1,1,1,310600,1,0.5896962010529917
11371,353133,345380,4,1,1911,6728838,0,431450,1,85,568,364,0,30,1,1,1,0,1,239286,0,0.818477648678529
91643,200680,282783,1,0,4445,8002834,0,343835,0,82,142,495,0,29,1,1,0,0,0,0,1,0.5836503449318862
78732,496894,96105,4,1,148,9609557,1,96437,0,93,704,490,0,42,0,2,0,1,0,0,0,5.152471017648645
49021,442753,312292,0,1,4274,9188757,0,75005,0,94,886,200,0,29,1,1,0,0,1,422466,0,5.9029011012452335
26843,401851,398857,2,1,903,9294897,0,389678,0,50,861,235,0,36,0,2,0,1,1,323832,0,1.0312359660130517
101680,14302,203446,1,0,4860,2376085,1,169595,0,68,412,401,1,46,1,1,1,0,1,268721,1,0.08432981909950707
17262,217155,193674,4,0,3725,1146968,1,109667,1,95,262,363,1,26,0,1,0,0,0,0,0,1.9801127037969144
20052,125149,80095,3,1,451,882192,1,425043,1,87,127,360,0,44,0,2,1,0,1,33186,0,0.2944377523268179
105603,303798,258035,1,1,3845,2783564,1,395910,0,84,857,183,1,36,1,2,0,1,1,87755,0,0.7673391241971049
141956,286344,110818,4,0,1170,1861556,0,389404,0,96,875,450,2,26,1,1,0,0,1,387661,0,0.7353372452844724
167196,112634,143815,2,1,2556,645623,1,238445,0,64,847,320,0,38,0,2,1,0,1,473070,1,0.47236690906955875
81500,134096,475523,3,1,2247,2820141,1,233193,0,69,400,468,0,34,1,2,0,0,1,424348,1,0.5750405241987359
75289,317413,105857,1,1,3196,9255592,1,100411,0,82,432,125,1,29,1,0,1,0,0,0,0,3.161106242281799
111730,257910,117805,3,0,814,6121336,1,461837,1,89,794,86,1,54,0,2,1,1,1,144352,0,0.5584425707715692
197153,68287,433837,1,0,1705,2293546,1,171763,1,71,9,312,1,49,0,2,1,0,1,50232,1,0.39756293519014463
36943,384037,332737,4,0,3411,8254746,1,440817,0,55,625,193,1,34,1,2,0,1,1,429412,0,0.8711917389943242
68548,38629,79290,1,1,723,2752389,0,428933,0,83,243,463,0,40,1,1,0,1,1,306713,1,0.09005814414338803
185325,388703,319608,1,1,4135,5559957,0,462178,0,87,894,392,2,32,0,1,0,0,1,94287,0,0.8410226340876586
153190,56788,408500,2,1,3590,1550501,1,106349,1,66,767,471,0,42,1,1,0,0,0,0,1,0.5339727315467795
92644,38502,78287,2,1,3963,260691,0,105293,1,50,313,473,0,47,0,2,0,1,1,396746,1,0.3656618610747051
127732,256883,35984,4,1,1302,8543255,1,33567,1,98,688,330,0,64,0,1,0,0,1,231970,0,7.652615586272641
132013,187084,21976,3,0,4202,6839576,0,184871,1,54,797,435,2,30,1,1,0,0,0,0,0,1.0119650352676446
107808,162337,292141,2,0,4830,755401,1,92957,0,56,873,180,0,27,1,0,0,1,0,0,1,1.746347812990813
12491,124895,468797,3,1,4123,2288692,1,125671,1,87,350,339,0,45,0,2,1,1,1,378652,1,0.9938172385256859
176334,144348,212868,0,1,486,831073,1,303752,1,66,631,477,1,53,0,2,0,0,1,454132,1,0.47521505960434957
103267,410875,152344,3,1,321,7564963,0,288598,0,63,1,262,2,49,1,2,0,1,1,498753,0,1.423688231767955
187791,143436,478464,4,0,716,8518576,1,62628,0,73,165,36,0,62,1,2,1,0,0,0,1,2.2902489262162895
114711,434446,132266,2,1,1398,8015137,1,75516,1,98,353,174,1,48,2,0,1,0,1,395477,0,5.752956287988135
66912,418811,206651,4,0,3418,2085061,1,313149,0,73,898,175,0,45,0,0,0,0,1,154412,0,1.337413380169248
69448,110803,66207,4,1,1564,3654600,1,103484,0,63,70,8,0,45,0,2,1,0,1,395732,0,1.0707155626419287
112385,375311,485036,3,1,4639,2835401,0,14505,0,86,144,414,1,45,0,1,1,0,0,0,1,25.872811250517028
140809,113732,157166,4,1,4556,4492733,1,97550,0,54,40,30,0,31,0,2,1,1,0,0,1,1.1658722104335169
133385,318639,146238,2,0,2948,7671530,1,215068,1,52,338,202,2,54,0,0,1,0,1,121315,0,1.4815663810219046
44825,138233,456087,0,1,2418,6485285,0,68678,0,76,196,418,2,27,2,2,0,0,0,0,1,2.0127404301169207
37745,320254,170886,2,1,4063,9816189,1,472149,1,93,983,330,2,37,1,2,0,1,0,0,0,0.6782886794450916
142705,476628,482723,0,1,3174,4759205,0,431651,0,83,308,71,1,22,0,2,0,1,0,0,1,1.1041950460092853
138481,156831,370588,2,1,666,8587173,0,132152,0,65,390,461,2,54,1,2,0,1,0,0,1,1.1867380990215886
150646,499674,484491,3,0,2640,2094871,0,363882,1,78,596,329,0,36,1,1,1,0,0,0,0,1.373172145991981
93909,90292,249471,0,0,4599,9820942,1,214988,0,96,36,363,0,29,0,1,0,0,1,43228,1,0.41998427826539964
102345,468059,480074,2,0,2835,6274707,1,281399,0,90,4,179,2,41,2,1,1,1,0,0,1,1.6633226723525232
177681,285697,64885,4,1,1896,8089354,1,326294,1,73,846,441,0,58,1,1,0,0,1,499355,0,0.8755788473620497
141756,210223,27142,1,1,4890,735982,1,334028,0,54,212,319,1,47,2,1,0,1,0,0,0,0.6293555349984582
11095,460961,485422,1,1,1540,1370292,1,111425,1,92,77,358,0,38,1,0,0,0,0,0,1,4.136924954678442
12554,496245,53998,4,1,1025,6415782,0,218052,1,74,350,117,2,49,1,1,1,1,0,0,0,2.2757999202028865
23953,182405,476219,0,0,1134,7707426,0,374633,0,95,346,389,0,64,0,1,0,0,1,101650,1,0.48688853654500125
135284,24773,42331,2,1,2634,9593355,1,480464,0,59,102,85,0,51,1,1,0,1,1,115117,1,0.0515604674638111
126358,110842,12643,3,1,3658,2714351,0,154909,1,53,972,134,2,64,0,2,0,1,0,0,0,0.7155251436317862
50747,254186,226083,4,1,3231,8983216,1,176229,0,64,526,103,0,55,1,1,1,0,0,0,0,1.4423537422686263
103023,173261,492680,4,1,3009,334080,1,250919,0,63,77,316,0,39,0,2,0,1,0,0,1,0.6905029491471385
138406,380758,310440,4,1,2961,4757258,0,201248,1,55,670,467,0,26,0,2,0,0,1,26221,0,1.891974618507421
87446,482051,213517,2,0,1110,1582954,0,131432,1,77,577,426,2,59,0,2,0,0,0,0,0,3.667655763773177
154713,38009,277043,1,1,613,6001930,1,308891,0,70,40,348,0,39,1,2,1,0,1,468737,1,0.12304948007717909
167418,216750,424125,0,0,2821,2147462,1,324984,1,71,461,96,0,52,1,2,1,0,0,0,1,0.6669538594088958
17843,188851,495118,4,1,2328,6774751,0,42457,1,67,870,216,2,26,0,1,0,0,0,0,1,4.4479485609308025
74432,332894,430991,1,1,4753,1576625,0,394817,0,54,764,96,1,37,1,2,0,0,1,203843,1,0.8431581133585602
179435,283837,266685,1,1,4444,5068914,0,479958,0,61,108,116,1,22,0,2,1,0,1,454808,0,0.5913775968363965
149778,498308,150554,0,1,3768,4012789,1,174131,1,50,128,170,0,64,1,1,0,0,0,0,0,2.8616681597868285
143291,343849,421869,3,1,4628,931928,1,236974,0,76,43,306,2,24,1,2,0,0,0,0,1,1.4509927207511342
108427,308399,449738,4,1,670,60674,1,275449,1,82,515,58,1,41,1,2,0,0,1,177153,1,1.1196188055908514
73743,329521,21622,0,1,310,2708612,1,337467,1,79,856,162,0,33,1,0,1,1,0,0,0,0.9764511005487928
152207,307381,320450,1,1,4751,7383692,1,47980,1,91,929,352,0,39,0,1,0,1,1,191366,1,6.406306663054125
160261,124360,362373,1,1,3758,5813959,1,462325,0,80,512,325,0,59,2,0,1,1,1,315620,1,0.2689876840151754
134995,275782,220765,1,1,430,9243983,0,448994,0,74,424,311,0,46,0,1,1,1,0,0,0,0.6142206483368412
67311,461287,188557,4,1,4281,8851589,1,44745,1,74,616,175,2,27,0,1,1,1,0,0,0,10.309010861306039
112171,303256,361315,4,1,3761,6333931,1,155095,1,68,818,347,2,30,2,1,1,1,1,91991,1,1.9552793108784237
102075,302419,464335,1,0,3487,4734315,0,303236,1,78,410,220,0,38,2,2,1,0,1,123853,1,0.9973024400056721
172015,133928,328476,1,1,3800,4217837,1,369581,1,65,30,197,0,61,0,2,0,0,1,331502,1,0.3623769555876639
50340,482918,244700,1,1,999,5724566,0,92011,0,53,802,296,1,27,0,1,1,0,0,0,0,5.248424118593227
189808,337987,71801,4,1,1041,1740771,0,179061,0,90,969,396,0,25,0,2,0,1,1,39063,0,1.8875417453172645
124689,25531,335388,1,1,4960,3688161,0,299126,0,53,146,94,2,49,0,1,0,1,0,0,1,0.08535170680012169
58842,437769,22948,4,1,1854,5413994,1,356876,0,71,433,213,0,36,0,0,1,0,0,0,0,1.2266663304163619
32385,266835,487304,4,1,1493,8305822,0,448073,0,59,546,431,2,50,2,1,0,0,0,0,1,0.5955154728906386
117047,93173,59198,1,1,4936,3683899,0,423759,1,85,570,164,1,36,0,2,1,0,1,402504,0,0.21987209741363037
61692,270603,14579,4,1,519,5470747,1,62767,0,96,862,241,2,41,0,2,0,0,0,0,0,4.31116173846546
162561,431737,142453,4,1,2905,6278720,0,407398,0,57,877,268,0,63,0,2,1,0,1,116090,0,1.0597399600882673
67155,453669,361018,3,1,427,4058462,1,331040,0,62,383,231,2,49,0,1,0,1,1,401353,0,1.3704314571306877
190325,53161,391673,0,1,4939,3235948,0,242684,0,82,771,272,0,40,0,1,0,0,0,0,1,0.21905350557306796
143055,341926,155681,2,1,1974,5317769,1,138017,0,92,84,262,1,63,0,0,0,0,1,490895,0,2.477401498355287
52588,204777,38047,2,0,750,5128069,1,51853,1,80,23,138,1,51,1,0,0,0,1,164898,0,3.949107108419794
171452,240155,140492,1,0,1906,4975404,1,450680,0,51,967,199,0,59,0,1,1,0,1,376583,0,0.5328713657775678
92092,147945,228609,2,1,4651,2126325,1,314279,1,90,618,433,2,57,1,2,0,0,1,482400,1,0.4707426498663612
156973,411614,69053,4,1,4327,9613844,0,143943,1,60,380,437,0,22,0,1,1,0,1,377026,0,2.859542599899961
21330,256078,103433,4,1,1258,8243693,0,77073,1,61,747,448,0,24,1,1,0,0,0,0,0,3.3224952642914602
171265,92645,416905,4,1,3805,4521350,0,161004,1,85,385,181,0,26,0,1,1,1,0,0,1,0.5754169125182448
38606,326081,492737,4,1,3171,2213003,0,15987,1,51,851,21,0,48,2,2,1,1,0,0,1,20.395359019264447
105808,250305,11122,0,0,900,1322124,1,344391,0,70,751,461,0,62,2,2,1,0,0,0,0,0.7268025970405817
86611,232178,392890,1,1,4238,4313300,1,24375,1,78,469,353,0,42,0,1,1,1,1,71105,1,9.524860518542829
193530,120293,288445,4,1,550,1760496,1,65109,1,64,552,427,1,27,2,0,0,1,1,354157,1,1.847534940869298
112469,168621,471320,2,1,1890,2359441,1,242772,1,68,416,188,0,55,0,1,0,1,0,0,1,0.694562410152694
102851,471645,274774,0,0,2583,5385464,0,151312,1,89,34,182,1,30,1,2,1,0,0,0,0,3.117015722376795
85216,299838,338515,4,0,4760,9916470,1,169260,0,83,8,58,0,25,2,2,0,1,1,249419,1,1.7714535539787666
67800,224528,171354,0,1,556,4459126,0,50908,1,68,593,431,0,25,0,1,0,0,0,0,0,4.410379304248758
68518,17824,397364,4,1,3520,554749,1,467455,1,61,861,175,1,32,0,1,0,1,0,0,1,0.03812979189485213
62270,479712,69968,0,0,198,7952709,1,259394,1,81,28,132,0,63,1,0,1,1,1,191139,0,1.8493494477534262
190718,182826,470436,4,1,4726,1223267,1,123260,1,92,792,244,0,39,0,0,1,1,0,0,1,1.4832428748752646
103277,79014,332816,3,0,967,7893447,0,286473,1,78,701,226,0,64,1,2,0,1,0,0,1,0.27581560630284074
55182,429037,95954,3,1,968,377774,1,336451,0,68,483,62,0,54,0,2,1,0,1,452830,0,1.2751804120647225
154485,491002,314667,1,1,1081,8176959,1,474880,1,83,293,455,0,58,0,2,1,0,0,0,0,1.0339474520985257
167707,80185,477198,0,0,287,2243986,1,468054,1,59,944,16,0,40,1,0,1,1,0,0,1,0.1713153368728034
15770,355915,193550,4,1,2174,1205718,1,149244,0,99,968,407,0,59,1,2,0,1,0,0,0,2.3847700090455293
60642,252214,154375,3,1,2619,728486,1,122740,0,53,192,0,0,57,1,1,1,1,1,373161,0,2.0548471985726042
121268,127172,316181,3,1,1575,996934,0,144942,0,84,528,438,0,39,0,2,0,0,0,0,1,0.8773931821474649
181561,469508,227998,0,0,657,6534330,1,314316,1,91,896,430,0,49,2,0,0,0,0,0,0,1.4937403958424138
65232,417768,193094,1,1,1915,4952366,0,444923,0,57,889,8,1,58,1,1,0,0,1,234899,0,0.938964856919384
22226,171279,125894,1,1,3991,7931825,1,294119,1,72,608,124,1,34,0,2,1,0,0,0,0,0.58234394124847
155973,474564,296992,1,1,4064,8566622,1,338248,0,74,550,231,2,35,0,1,1,0,1,388152,0,1.4030019305304673
151476,17291,223475,1,1,3138,4842501,0,103767,0,69,577,200,1,41,1,2,1,1,0,0,1,0.16663133143165523
190038,85659,475996,3,0,1940,7032113,0,387380,1,81,230,268,0,59,1,0,1,1,0,0,1,0.22112339015078178
120189,202843,118203,2,1,1494,2534855,0,235593,1,54,145,167,1,41,0,1,1,0,0,0,0,0.8609854240770138
156311,417673,183600,0,1,899,1154667,0,249254,0,55,812,165,0,34,1,2,1,1,1,373942,0,1.6756855429178954
78868,299670,136288,0,1,3726,7624766,1,260748,1,59,430,304,1,25,2,1,0,0,0,0,0,1.1492661525068169
104999,344928,242416,3,1,175,3491272,1,89168,0,52,321,422,2,22,1,1,0,0,1,364571,0,3.868250176630892
80335,320687,338911,4,1,1535,7161289,1,188770,0,63,272,384,1,61,0,2,0,0,0,0,1,1.6988149662818972
34153,54220,224321,2,1,3808,103573,1,486497,1,82,566,354,2,30,2,1,1,0,1,173207,1,0.11144958458205378
30790,147514,77611,2,1,2480,3566619,0,317659,0,58,492,374,1,33,1,1,1,0,1,325371,0,0.46437700686268335
169499,349974,39722,1,1,4966,1702582,1,52597,0,84,999,342,0,29,1,0,0,1,0,0,0,6.65375109319746
178551,485032,129253,1,0,4597,8005938,0,431139,1,81,997,318,0,57,1,1,0,0,0,0,0,1.1249988402838984
121654,112533,64028,3,0,119,29543,0,124677,1,66,930,313,1,54,0,1,1,1,0,0,0,0.9025890694428849
56901,354698,89996,0,1,4904,5624199,1,18219,0,89,690,5,0,55,0,2,1,1,1,296214,0,19.467508232711307
25175,302508,338475,4,0,1819,3596999,1,498149,1,85,539,409,0,32,2,0,0,1,1,141928,1,0.6072628726287262
100148,140366,462980,1,1,1919,8494932,0,53497,1,83,641,420,1,33,0,2,0,1,0,0,1,2.6237616359490072
178584,241684,149395,2,1,2626,8364892,0,257146,0,71,467,454,0,51,1,1,0,0,0,0,0,0.939867079919268
121375,321258,121869,4,1,1130,5769012,0,223179,1,80,601,496,0,62,0,0,0,1,1,300366,0,1.439456940586074
126414,294043,306137,4,0,4800,2240225,1,108968,0,80,237,191,1,43,2,1,0,1,0,0,1,2.6984096394387396
148698,90378,458179,0,1,4521,7658813,0,66901,0,74,498,189,1,54,1,2,1,1,1,76148,1,1.3509013183462377
5214,151012,334376,0,1,1598,2310374,1,490705,1,52,856,413,0,58,1,0,1,0,1,369351,1,0.3077443520152596
113647,347851,75028,3,1,1566,8798172,1,366433,0,65,337,328,2,27,0,0,0,0,0,0,0,0.9492869111490746
155204,212243,315073,1,1,4784,5718115,0,246429,1,84,230,264,0,61,2,1,1,0,1,455019,1,0.861270949153918
198650,234508,416880,3,1,3643,1757631,0,466558,0,89,705,314,0,58,1,2,0,1,0,0,1,0.502633107495515
71070,328323,106011,3,1,4307,2601747,0,427297,0,56,196,34,2,46,1,1,1,1,1,491059,0,0.7683700836418612
124237,187563,417880,2,1,751,8494849,1,368464,1,75,959,179,0,50,1,2,0,0,1,141281,1,0.5090388503657064
25722,292840,398880,1,0,2292,9486180,1,482677,1,53,118,118,1,50,0,1,1,0,0,0,1,0.6066984615002133
68403,347957,464747,2,1,3010,3479347,0,319541,0,80,890,405,2,39,1,1,1,0,1,110713,1,1.088924147686376
101605,490455,110423,1,1,3126,6643120,0,40774,1,64,478,240,2,50,1,1,0,1,1,391467,0,12.02832618025751
199432,320890,389842,1,1,2110,7742203,1,418013,1,97,574,18,1,31,0,2,0,0,1,40349,1,0.7676537149473462
6453,215837,157831,1,1,1375,5869505,1,448866,0,95,572,447,1,23,1,2,0,0,0,0,0,0.48084844731290116
106210,439829,413990,3,0,972,9177668,0,37801,1,67,934,262,0,48,2,1,1,1,0,0,0,11.635072218401143
156386,378699,267405,2,1,1400,6147040,0,262562,1,62,356,489,0,45,0,1,0,1,1,237987,0,1.4423167011345848
134102,113757,406605,2,1,1122,4336139,1,452478,0,58,267,140,0,40,1,1,0,1,1,28499,1,0.2514083526528303
94145,413664,61382,2,1,1994,3120502,1,474555,0,60,113,85,2,28,0,1,0,0,0,0,0,0.8716863763180741
127517,316999,215124,0,0,3007,8733488,0,396997,1,52,384,344,0,57,0,1,0,1,1,309059,0,0.7984901687162151
136740,350518,332032,1,1,4147,6481889,0,29333,1,77,960,451,2,56,1,2,0,1,1,483717,0,11.949205699870458
160223,290743,440430,3,1,2021,181217,1,202169,0,85,469,403,1,63,0,1,1,1,1,48831,1,1.4381114903299204
42282,281849,267937,1,1,2311,312265,1,340050,0,50,507,397,0,38,0,2,0,0,0,0,0,0.8288433205607394
157825,223609,104359,2,0,4328,3423173,1,147154,1,69,862,65,0,31,2,1,0,1,1,189783,0,1.5195474159899425
68670,419734,464977,4,1,4432,3519031,1,452811,0,86,234,154,2,33,2,2,1,0,0,0,1,0.926949815817602
198859,293548,148242,3,1,1085,6239959,1,453832,1,93,761,208,0,55,0,1,1,0,0,0,0,0.6468194247663788
118357,297311,279846,3,1,4744,8002869,0,411578,0,98,913,120,2,25,1,2,1,1,1,285731,0,0.7223667874211269
34794,443637,22527,0,1,1355,9424307,1,321445,0,95,946,249,1,50,0,1,1,1,0,0,0,1.380129166329648
72537,385439,382769,2,0,624,5693920,1,73534,0,94,543,466,2,21,1,1,0,1,0,0,0,5.24157204052492
161711,50184,138156,4,1,1046,5910938,1,56274,0,91,182,150,0,58,2,0,1,0,1,177538,1,0.891763660595291
123469,76296,350298,0,0,1773,6058559,0,467993,1,62,152,462,0,53,1,2,1,0,0,0,1,0.16302773112475802
126346,413000,270864,2,1,4133,1202324,0,426433,0,86,277,23,2,29,2,2,0,0,0,0,0,0.96849688345676
163044,65576,174168,2,0,216,1748513,0,225204,0,74,463,440,0,40,0,0,0,0,0,0,1,0.2911835882862281
51437,359676,105519,3,0,815,7183923,0,326985,0,72,43,308,0,27,0,2,0,0,1,465745,0,1.0999736991797815
148350,159365,281269,0,1,4451,5739007,1,403242,1,58,999,24,0,55,0,0,0,1,0,0,1,0.3952083483160278
44317,331420,88558,0,1,3217,8486066,0,324383,1,68,74,116,2,62,1,0,0,1,0,0,0,1.0216903423103483
175682,96148,63959,3,1,956,5593034,0,60325,0,65,607,181,2,51,0,0,1,0,1,376557,0,1.5938069820641183
29511,38931,467296,1,1,1407,1190977,1,35044,1,85,339,336,2,47,1,2,0,0,1,483366,1,1.1108860037095163
55470,256458,82360,4,1,1524,1331336,1,293806,0,90,581,233,2,38,0,0,0,1,1,405868,0,0.872879134942326
73210,336073,80798,2,1,1489,8388372,0,458138,0,79,491,255,2,46,0,2,1,0,1,139317,0,0.7335612117719731
189585,428495,490020,3,0,3101,1596705,1,129785,1,63,638,198,0,22,0,2,0,0,0,0,1,3.301550244248224
95439,244746,168040,3,1,669,7320984,0,265707,1,73,106,87,2,32,0,0,0,0,0,0,0,0.9211088864467761
85678,136731,208933,3,1,997,8268380,1,170448,1,73,177,349,2,54,0,1,0,0,0,0,1,0.8021812976315497
158335,115644,182491,0,0,2337,1307041,0,460241,0,75,396,429,0,26,1,2,1,1,1,299413,1,0.25126781128189085
193974,47871,176004,4,1,4316,4823905,1,357272,1,75,346,485,1,64,0,1,0,1,0,0,1,0.13398997405345492
83852,169460,193404,3,1,89,1461718,1,77407,0,56,807,228,0,22,1,2,0,1,0,0,1,2.1891794129805704
5004,477855,212165,1,1,4197,4438445,1,262879,1,68,409,427,2,62,1,2,0,1,0,0,0,1.8177685636031649
60357,400188,268275,3,1,3607,7073751,0,153439,0,84,677,289,0,39,0,0,0,1,0,0,0,2.6081074035453597
26865,32418,89191,2,1,2560,4308286,1,122548,0,56,901,269,0,44,1,1,0,0,1,218558,1,0.26453092232494757
13372,346570,345587,2,0,1383,9750309,1,151325,0,97,18,39,0,60,0,2,0,1,1,183095,0,2.290221112036266
64425,475878,33812,1,1,566,2824537,0,331564,1,50,707,120,0,35,0,2,0,0,0,0,0,1.4352479905900803
39751,429291,271126,0,1,1926,5565170,1,217884,0,74,753,47,0,62,1,1,0,0,1,494083,0,1.9702641301604058
184083,13858,11646,4,1,3903,866676,1,440598,0,95,819,56,0,26,0,2,0,0,0,0,0,0.03145263607044047
175290,106454,464054,3,1,4893,4283736,1,209669,1,93,327,493,1,28,1,2,0,0,1,113315,1,0.5077216578432775
15106,416960,464429,0,0,4517,9411846,1,460324,1,63,828,349,2,48,0,2,0,0,0,0,1,0.9057948188779666
184156,488486,212652,1,1,2275,1389544,1,431256,0,86,108,432,0,61,1,1,0,0,1,437176,0,1.132702773520198
54633,209356,153569,2,1,3256,5284100,0,324242,1,94,380,435,0,29,1,2,0,0,0,0,0,0.6456762366496732
36205,483096,384855,0,0,943,4225084,0,408836,1,60,820,485,2,47,0,2,0,0,0,0,0,1.1816347346252907
91688,17001,20640,0,0,88,8764410,0,5242,0,90,248,405,0,50,1,1,1,0,1,314109,1,3.242609193209994
53902,386579,316365,2,1,4211,6978326,1,38451,1,67,741,406,2,40,0,0,0,1,1,335363,0,10.053547279725372
154510,186421,316456,0,1,2921,3686529,0,484006,0,90,306,411,0,56,1,1,1,0,0,0,1,0.3851617848502191
123813,47676,142688,4,1,1350,2087567,1,107102,1,76,121,489,0,54,1,1,1,0,1,423483,1,0.44514159267247416
150507,287927,368180,4,1,2944,8215584,1,369333,0,91,590,270,0,55,1,2,1,0,1,291855,1,0.7795843328802655
150230,327268,411963,4,1,1597,886840,0,206259,0,53,942,110,0,44,0,0,0,0,0,0,1,1.5866770095995346
9440,312732,241857,1,1,1694,1636447,1,57054,1,66,927,492,0,52,1,1,1,0,0,0,0,5.481237402506354
193224,316185,479799,0,0,1565,3357787,0,494893,1,66,489,8,0,55,1,1,0,1,1,498424,1,0.6388943895056315
89474,333913,172694,2,1,4630,5341937,1,146478,1,94,499,272,2,45,1,1,1,0,1,194679,0,2.279596392656968
181300,170435,495135,2,1,300,4962673,0,413148,1,62,656,151,1,45,0,1,0,0,1,476351,1,0.4125267155433028
38892,465553,190453,4,1,2249,1865721,1,24893,0,50,676,298,2,34,0,2,0,1,1,70632,0,18.701413995340243
86628,38449,235439,3,1,4314,7250391,1,246673,1,69,20,50,2,61,1,0,0,1,1,239361,1,0.15586969036055684
92915,448926,36238,3,1,4037,770164,0,349224,1,81,226,261,1,35,1,2,0,0,0,0,0,1.285492161214117
31097,112890,94708,0,1,3711,920802,0,390350,0,83,225,338,0,62,0,2,0,1,1,31126,0,0.2892012573299415
97568,29361,320434,0,1,4626,6192575,0,179812,0,50,356,134,2,41,0,1,0,0,0,0,1,0.16328630299255337
193475,216668,221352,4,1,548,5881781,0,416375,0,75,530,230,2,28,1,2,0,0,1,278364,1,0.5203662074663286
145656,358133,351147,4,0,682,5035336,1,275573,1,77,705,298,1,54,1,1,0,0,1,65821,0,1.2995892210440754
84232,228123,190823,1,0,1574,1844098,0,462585,0,76,622,221,0,49,0,1,1,1,1,231683,0,0.4931472201925696
15211,184278,277628,0,1,1517,9609002,0,32637,0,77,14,224,0,49,0,2,0,0,0,0,1,5.646118021937618
69915,379603,107493,0,0,549,5212685,0,47837,0,76,645,377,0,54,0,0,0,1,1,183383,0,7.935177055896986
154756,95725,203638,2,1,3387,3431870,1,374470,1,82,827,315,1,43,1,2,0,1,1,142503,1,0.25562727153771586
92430,307405,113220,3,1,3377,2821193,1,165157,1,77,956,272,2,35,1,0,1,0,0,0,0,1.8612782910909553
176721,223661,141452,0,1,3762,957001,0,171408,0,82,910,183,1,52,1,1,0,0,1,235844,0,1.3048381356871577
117240,184858,100698,0,1,3027,1961765,1,192074,0,64,618,8,0,63,0,1,0,1,0,0,0,0.9624261356241052
25025,41765,312782,0,1,4155,4865615,1,94920,1,97,636,289,1,62,1,1,0,1,1,256264,1,0.43999747158163105
20204,205086,338573,3,1,189,8031145,1,434829,0,69,173,348,2,56,1,2,1,0,1,359839,1,0.47164639054343077
129054,63973,144832,2,1,4460,8524745,1,449254,1,57,991,265,2,54,1,2,0,1,0,0,1,0.14239796997251006
136032,157759,245826,3,0,1234,1691529,1,185712,0,71,599,349,0,28,0,2,0,0,0,0,1,0.8494774194590577
